MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Lumber & Composites,Dimensional Lumber,,D1216LF,"D1216LF Saw Blade 12""x16Teeth - Laminate & Wood Flooring",,,,Freud Inc (2435),Freud Inc,Freud Inc,,D1216LF,,Building Materials>Lumber & Composites>Dimensional Lumber,"Freud Inc, D1216LF, Saw Blade 12""x16Teeth - Laminate & Wood Flooring","SAW BLADE 12""X16TEETH - LAMINATE & WOOD",Freud Inc D1216LF Dimensional Lumber 12,"Freud Inc Dimensional Lumber, Depth With Door Open: 12 in. Saw Blade 12""x16Teeth - Laminate & Wood Flooring",Freud Inc Dimensional Lumber,,12 in,,,,,,,,,,,,,,,,,,,,,,,,,Dimensional Lumber,Depth With Door Open,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FreudInc_D1216LF.jpg,,,,,,,,,FreudInc_D1216LF_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,DWA47421,"DWA47421 Dewalt 14"" Segmented - Rim Diamond Blade",,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DeWalt®,,DWA47421,,General Industrial>General Products>Uncategorized,"Black & Decker/dewlt, DeWalt®, DWA47421, Dewalt 14"" Segmented - Rim Diamond Blad","DEWALT 14"" SEGMENTED - RIM DIAMOND BLADE",DeWalt® DWA47421 Dewalt,"DeWalt® Dewalt. Dewalt 14"" Segmented - Rim Diamond Blade",DeWalt® Dewalt,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeWalt_DWA47421.jpg,,,,,,,,,DeWalt_DWA47421_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,DWA4769,"DWA4769 Dewalt Rim Glass Tile - Blade 10""",,,,Black & Decker/dewlt (2585),Black & Decker/dewlt,DeWalt,,DWA4769,,General Industrial>General Products>Uncategorized,"Black & Decker/dewlt, DeWalt, DWA4769, Dewalt Rim Glass Tile - Blade 10""","DEWALT RIM GLASS TILE - BLADE 10""",DeWalt DWA4769 Dewalt,"DeWalt Dewalt. Dewalt Rim Glass Tile - Blade 10""",DeWalt Dewalt,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeWalt_DWA4769.jpg,,,,,,,,,DeWalt_DWA4769_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-93-9204,"49-93-9204 Milw 4-1/2"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-93-9204,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-93-9204, Milw 4-1/2"" Diamond - Tile Blade","MILW 4-1/2"" DIAMOND - TILE BLADE",Milwaukee Accessory 49-93-9204 Milw,"Milwaukee Accessory Milw. Milw 4-1/2"" Diamond - Tile Blade",Milwaukee Accessory Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-93-9204.jpg,,,,,,,,,MilwaukeeAccessory_49-93-9204_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-93-9207,"49-93-9207 Milw 7"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-93-9207,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-93-9207, Milw 7"" Diamond - Tile Blade","MILW 7"" DIAMOND - TILE BLADE",Milwaukee Accessory 49-93-9207 Milw,"Milwaukee Accessory Milw. Milw 7"" Diamond - Tile Blade",Milwaukee Accessory Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-93-9207.jpg,,,,,,,,,MilwaukeeAccessory_49-93-9207_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-93-9210,"49-93-9210 Milw 10"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-93-9210,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-93-9210, Milw 10"" Diamond - Tile Blade","MILW 10"" DIAMOND - TILE BLADE",Milwaukee Accessory 49-93-9210 Milw,"Milwaukee Accessory Milw. Milw 10"" Diamond - Tile Blade",Milwaukee Accessory Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-93-9210.jpg,,,,,,,,,MilwaukeeAccessory_49-93-9210_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-93-9202,"49-93-9202 Milw 4"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-93-9202,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-93-9202, Milw 4"" Diamond - Tile Blade","MILW 4"" DIAMOND - TILE BLADE",Milwaukee Accessory 49-93-9202 Milw,"Milwaukee Accessory Milw. Milw 4"" Diamond - Tile Blade",Milwaukee Accessory Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-93-9202.jpg,,,,,,,,,MilwaukeeAccessory_49-93-9202_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-93-9205,"49-93-9205 Milw 5"" Diamond - Tile Blade",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-93-9205,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-93-9205, Milw 5"" Diamond - Tile Blade","MILW 5"" DIAMOND - TILE BLADE",Milwaukee Accessory 49-93-9205 Milw,"Milwaukee Accessory Milw. Milw 5"" Diamond - Tile Blade",Milwaukee Accessory Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,Milw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-93-9205.jpg,,,,,,,,,MilwaukeeAccessory_49-93-9205_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-22-4702,49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-22-4702,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-22-4702, Milw 13pc Quik-Lock Hole Dozer Kit",MILW 13PC QUIK-LOCK HOLE DOZER KIT,Milwaukee Accessory 49-22-4702 Kit 13,"Milwaukee Accessory Kit, Quantity: 13. Milw 13pc Quik-Lock Hole Dozer Kit",Milwaukee Accessory Kit,,13,,,,,,,,,,,,,,,,,,,,,,,,,Kit,Quantity,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-22-4702.jpg,,,,,,,,,MilwaukeeAccessory_49-22-4702_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,DJT155HHM,"DJT155HHM Diablo 3-3/5"" 10 TPI - Jig Saw Blade",,,,Freud Inc (2435),Freud Inc,Diablo,,DJT155HHM,,General Industrial>General Products>Uncategorized,"Freud Inc, Diablo, DJT155HHM, Diablo 3-3/5"" 10 TPI - Jig Saw Blade","DIABLO 3-3/5"" 10 TPI - JIG SAW BLADE",Diablo DJT155HHM Diablo,"Diablo Diablo. Diablo 3-3/5"" 10 TPI - Jig Saw Blade",Diablo Diablo,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo_DJT155HHM.jpg,,,,,,,,,Diablo_DJT155HHM_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,790.82,790.820 CMT Planer Blade 2pc,,,,CMT USA Inc (CMTUS),CMT USA Inc,CMT USA Inc,,790.82,,General Industrial>General Products>Uncategorized,"CMT USA Inc, 790.82, 790.820 CMT Planer Blade 2pc",790.820 CMT PLANER BLADE 2PC,CMT USA Inc 790.82 790.820 2,"CMT USA Inc 790.820, Quantity: 2. 790.820 CMT Planer Blade 2pc",CMT USA Inc 790.820,,2,,,,,,,,,,,,,,,,,,,,,,,,,790.820,Quantity,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMTUSAInc_790.82.jpg,,,,,,,,,CMTUSAInc_790.82_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,794.321,794.321 HS Planer Knives 3pc,,,,CMT USA Inc (CMTUS),CMT USA Inc,CMT USA Inc,,794.321,,General Industrial>General Products>Uncategorized,"CMT USA Inc, 794.321, 794.321 HS Planer Knives 3pc",794.321 HS PLANER KNIVES 3PC,CMT USA Inc 794.321 794.321 3,"CMT USA Inc 794.321, Quantity: 3. 794.321 HS Planer Knives 3pc",CMT USA Inc 794.321,,3,,,,,,,,,,,,,,,,,,,,,,,,,794.321,Quantity,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMTUSAInc_794.321.jpg,,,,,,,,,CMTUSAInc_794.321_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,49-22-5641,49-22-5641 Milw Packout 15pc - Sawzall Blade Kit,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-22-5641,,General Industrial>General Products>Uncategorized,"Milwaukee Accessory, 49-22-5641, Milw Packout 15pc - Sawzall Blade Kit",MILW PACKOUT 15PC - SAWZALL BLADE KIT,Milwaukee Accessory 49-22-5641 Kit 15,"Milwaukee Accessory Kit, Quantity: 15. Milw Packout 15pc - Sawzall Blade Kit",Milwaukee Accessory Kit,,15,,,,,,,,,,,,,,,,,,,,,,,,,Kit,Quantity,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MilwaukeeAccessory_49-22-5641.jpg,,,,,,,,,MilwaukeeAccessory_49-22-5641_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,D0604TSH,"D0604TSH Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade",,,,Freud Inc (2435),Freud Inc,Diablo,,D0604TSH,,General Industrial>General Products>Uncategorized,"Freud Inc, Diablo, D0604TSH, Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade","DIABLO 6-1/2"" 4-TOOTH - CEMENT TRACK",Diablo D0604TSH Diablo,"Diablo Diablo. Diablo 6-1/2"" 4-Tooth - Cement Track Saw Blade",Diablo Diablo,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo_D0604TSH.jpg,,,,,,,,,Diablo_D0604TSH_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,D0620TSR,"D0620TSR Diablo 6-1/2""20 Tooth - Framing Saw Blade",,,,Freud Inc (2435),Freud Inc,Diablo,,D0620TSR,,General Industrial>General Products>Uncategorized,"Freud Inc, Diablo, D0620TSR, Diablo 6-1/2""20 Tooth - Framing Saw Blade","DIABLO 6-1/2""20 TOOTH - FRAMING SAW",Diablo D0620TSR Diablo 6-1/2,"Diablo Diablo, Depth With Door Open: 6-1/2 in. Diablo 6-1/2""20 Tooth - Framing Saw Blade",Diablo Diablo,,6-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,Diablo,Depth With Door Open,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo_D0620TSR.jpg,,,,,,,,,Diablo_D0620TSR_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,D0648TSF,"D0648TSF Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade",,,,Freud Inc (2435),Freud Inc,Diablo,,D0648TSF,,General Industrial>General Products>Uncategorized,"Freud Inc, Diablo, D0648TSF, Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade","DIABLO 6-1/2""48 TOOTH - PLYWOOD TRACK",Diablo D0648TSF Diablo 6-1/2,"Diablo Diablo, Depth With Door Open: 6-1/2 in. Diablo 6-1/2""48 Tooth - Plywood Track Saw Blade",Diablo Diablo,,6-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,Diablo,Depth With Door Open,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo_D0648TSF.jpg,,,,,,,,,Diablo_D0648TSF_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,D0652TSL,"D0652TSL Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade",,,,Freud Inc (2435),Freud Inc,Diablo,,D0652TSL,,General Industrial>General Products>Uncategorized,"Freud Inc, Diablo, D0652TSL, Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade","DIABLO 6-1/2""52 TOOTH - LAMINATE TRACK",Diablo D0652TSL Diablo 6-1/2,"Diablo Diablo, Depth With Door Open: 6-1/2 in. Diablo 6-1/2""52 Tooth - Laminate Track Saw Blade",Diablo Diablo,,6-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,Diablo,Depth With Door Open,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diablo_D0652TSL.jpg,,,,,,,,,Diablo_D0652TSL_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,JT1-549,"JT1-549 JWBS18SFX 18"" Bandsaw - 1.75HP 1PH 115V",,,,JPW Industries (JPWIN),JPW Industries,JPW Industries,,JT1-549,,General Industrial>General Products>Uncategorized,"JPW Industries, JT1-549, JWBS18SFX 18"" Bandsaw - 1.75HP 1PH 115V","JWBS18SFX 18"" BANDSAW - 1.75HP 1PH 115V",JPW Industries JT1-549 JWBS18SFX 115,"JPW Industries JWBS18SFX, Voltage Rating: 115 V. JWBS18SFX 18"" Bandsaw - 1.75HP 1PH 115V",JPW Industries JWBS18SFX,,115 V,,,,,,,,,,,,,,,,,,,,,,,,,JWBS18SFX,Voltage Rating,115,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPWIndustries_JT1-549.jpg,,,,,,,,,JPWIndustries_JT1-549_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,JT1-1371,"JWBS14-SFX-BLK Jet 14"" Bandsaw - JT1-1371",,,,JPW Industries (JPWIN),JPW Industries,JPW Industries,,JT1-1371,,General Industrial>General Products>Uncategorized,"JPW Industries, JT1-1371, Jet 14"" Bandsaw - JT1-1371","JET 14"" BANDSAW - JT1-1371",JPW Industries JT1-1371 Jet Black,"JPW Industries Jet, Color: Black. Jet 14"" Bandsaw - JT1-1371",JPW Industries Jet Black,,Black,,,,,,,,,,,,,,,,,,,,,,,,,Jet,Color,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPWIndustries_JT1-1371.jpg,,,,,,,,,JPWIndustries_JT1-1371_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
